61563, 29, 98.440, 32, 8.134, 1.130
61769, 29, 98.442, 32, 8.134, 1.130
61975, 29, 98.439, 32, 8.129, 1.130
62180, 29, 98.439, 32, 8.132, 1.130
62386, 29, 98.438, 32, 8.133, 1.130
62592, 29, 98.439, 32, 8.129, 1.130
62799, 29, 98.442, 32, 8.132, 1.130
63005, 29, 98.441, 32, 8.127, 1.130
63210, 29, 98.440, 32, 8.122, 1.130
63416, 29, 98.443, 32, 8.121, 1.130
63623, 29, 98.441, 32, 8.122, 1.130
63829, 29, 98.440, 32, 8.122, 1.130
64035, 29, 98.440, 32, 8.127, 1.130
64241, 29, 98.438, 32, 8.130, 1.130
64447, 29, 98.441, 32, 8.132, 1.130
64653, 29, 98.445, 32, 8.132, 1.130
64859, 29, 98.443, 32, 8.132, 1.130
65065, 29, 98.442, 32, 8.135, 1.130
65272, 29, 98.439, 32, 8.130, 1.130
65478, 29, 98.442, 32, 8.138, 1.130
65683, 29, 98.440, 32, 8.138, 1.130
65889, 29, 98.440, 32, 8.138, 1.130
66096, 29, 98.442, 32, 8.138, 1.130
66302, 29, 98.440, 32, 8.138, 1.130
66508, 29, 98.440, 32, 8.130, 1.130
66714, 29, 98.439, 32, 8.130, 1.130
66920, 29, 98.439, 32, 8.130, 1.130
67126, 29, 98.438, 32, 8.130, 1.130
67332, 29, 98.442, 32, 8.133, 1.130
67538, 29, 98.439, 32, 8.136, 1.130
67745, 29, 98.438, 32, 8.136, 1.130
67951, 29, 98.439, 32, 8.136, 1.130
68156, 29, 98.440, 32, 8.144, 1.130
68362, 29, 98.438, 32, 8.139, 1.130
68569, 29, 98.443, 32, 8.139, 1.130
68775, 29, 98.441, 32, 8.146, 1.130
68981, 29, 98.442, 32, 8.149, 1.130
69187, 29, 98.442, 32, 8.152, 1.130
69393, 29, 98.442, 32, 8.155, 1.130
69599, 29, 98.442, 32, 8.158, 1.130
69805, 29, 98.440, 32, 8.158, 1.130
70011, 29, 98.437, 32, 8.158, 1.130
70218, 29, 98.438, 32, 8.152, 1.130
70424, 29, 98.440, 32, 8.152, 1.130
70629, 29, 98.443, 32, 8.149, 1.130
70835, 29, 98.442, 32, 8.144, 1.130
71041, 29, 98.441, 32, 8.144, 1.130
71248, 29, 98.442, 32, 8.142, 1.130
71454, 29, 98.440, 32, 8.144, 1.130
71660, 29, 98.442, 32, 8.144, 1.130
71866, 29, 98.440, 32, 8.144, 1.130
72072, 29, 98.440, 32, 8.147, 1.130
72278, 29, 98.441, 32, 8.150, 1.130
72484, 29, 98.443, 32, 8.153, 1.130
72691, 29, 98.441, 32, 8.153, 1.130
72897, 29, 98.440, 32, 8.159, 1.130
73102, 29, 98.443, 32, 8.161, 1.130
73309, 29, 98.443, 32, 8.169, 1.130
73515, 29, 98.444, 32, 8.169, 1.130
73721, 29, 98.443, 32, 8.172, 1.130
73928, 29, 98.441, 32, 8.175, 1.130
74133, 29, 98.441, 32, 8.175, 1.130
74339, 29, 98.442, 32, 8.175, 1.130
74545, 29, 98.444, 32, 8.172, 1.130
74752, 29, 98.442, 32, 8.169, 1.130
74958, 29, 98.441, 32, 8.166, 1.130
75164, 29, 98.442, 32, 8.166, 1.130
75369, 29, 98.440, 32, 8.164, 1.130
75576, 29, 98.442, 32, 8.160, 1.130
75782, 29, 98.441, 32, 8.160, 1.130
75988, 29, 98.444, 32, 8.157, 1.130
76195, 29, 98.442, 32, 8.150, 1.130
76401, 29, 98.441, 32, 8.147, 1.130
76606, 29, 98.443, 32, 8.147, 1.130
76812, 29, 98.441, 32, 8.142, 1.130
77019, 29, 98.444, 32, 8.142, 1.130
77225, 29, 98.444, 32, 8.136, 1.130
77431, 29, 98.443, 32, 8.133, 1.130
77638, 29, 98.441, 32, 8.134, 1.130
77843, 29, 98.442, 32, 8.131, 1.130
78049, 29, 98.444, 32, 8.128, 1.130
78255, 29, 98.442, 32, 8.128, 1.130
78462, 29, 98.442, 32, 8.128, 1.130
78668, 29, 98.441, 32, 8.128, 1.130
78874, 29, 98.441, 32, 8.133, 1.130
79080, 29, 98.442, 32, 8.138, 1.130
79286, 29, 98.442, 32, 8.128, 1.130
79492, 29, 98.443, 32, 8.128, 1.130
79698, 29, 98.442, 32, 8.125, 1.130
79905, 29, 98.442, 32, 8.125, 1.130
80111, 29, 98.444, 32, 8.125, 1.130
80316, 29, 98.446, 32, 8.125, 1.130
80523, 29, 98.444, 32, 8.125, 1.130
80729, 29, 98.443, 32, 8.127, 1.130
80935, 29, 98.443, 32, 8.122, 1.130
81141, 29, 98.445, 32, 8.127, 1.130
81348, 29, 98.444, 32, 8.127, 1.130
81553, 29, 98.445, 32, 8.130, 1.130
81759, 29, 98.443, 32, 8.127, 1.130
81966, 29, 98.445, 32, 8.122, 1.130
82172, 29, 98.446, 32, 8.122, 1.130
82378, 29, 98.446, 32, 8.122, 1.130
82585, 29, 98.443, 32, 8.122, 1.130
82790, 29, 98.442, 32, 8.122, 1.130
82996, 29, 98.444, 32, 8.127, 1.130
83203, 29, 98.444, 32, 8.127, 1.130
