LeLeader Boot Complete
Performing Calibration, Please Place Sensor in Place with no Wind and Press Enter...
Calibrating...
220, 281, Calibrating...
220, 305, Calibrating...
211, 284, Calibrating...
217, 290, Calibrating...
217, 296, Calibrating...
244, 287, Calibrating...
219, 305, Calibrating...
211, 288, Calibrating...
220, 289, Calibrating...
217, 290, Calibrating...
217, 290, Calibrating...
214, 311, Calibrating...
214, 284, Calibrating...
217, 290, Calibrating...
214, 317, Calibrating...
217, 290, Calibrating...
219, 281, Calibrating...
214, 284, Calibrating...
214, 317, Calibrating...
220, 314, Calibrating...
220, 290, Calibrating...
217, 284, Calibrating...
217, 281, Calibrating...
220, 290, Calibrating...
217, 290, Calibrating...
220, 287, Calibrating...
220, 305, Calibrating...
214, 308, Calibrating...
211, 290, Calibrating...
217, 290, Calibrating...
217, 290, Calibrating...
220, 281, Calibrating...
211, 284, Calibrating...
217, 290, Calibrating...
220, 314, Calibrating...
220, 314, Calibrating...
223, 281, Calibrating...
217, 283, Calibrating...
214, 314, Calibrating...
217, 296, Calibrating...
217, 290, Calibrating...
217, 317, Calibrating...
217, 284, Calibrating...
217, 287, Calibrating...
217, 290, Calibrating...
223, 287, Calibrating...
217, 290, Calibrating...
220, 284, Calibrating...
213, 288, Calibrating...
220, 291, Calibrating...
220, 290, Calibrating...
220, 313, Calibrating...
220, 281, Calibrating...
211, 289, Calibrating...
220, 287, Calibrating...
223, 287, Calibrating...
217, 284, Calibrating...
214, 305, Calibrating...
214, 313, Calibrating...
220, 290, Calibrating...
217, 311, Calibrating...
217, 317, Calibrating...
220, 284, Calibrating...
211, 297, Calibrating...
217, 290, Calibrating...
226, 311, Calibrating...
220, 311, Calibrating...
220, 284, Calibrating...
211, 284, Calibrating...
220, 290, Calibrating...
220, 314, Calibrating...
223, 281, Calibrating...
219, 284, Calibrating...
208, 288, Calibrating...
217, 293, Calibrating...
223, 293, Calibrating...
220, 287, Calibrating...
220, 308, Calibrating...
210, 284, Calibrating...
217, 290, Calibrating...
217, 317, Calibrating...
217, 317, Calibrating...
220, 314, Calibrating...
217, 286, Calibrating...
217, 287, Calibrating...
217, 290, Calibrating...
223, 293, Calibrating...
220, 287, Calibrating...
217, 284, Calibrating...
214, 290, Calibrating...
214, 293, Calibrating...
244, 287, Calibrating...
250, 278, Calibrating...
210, 284, Calibrating...
219, 290, Calibrating...
220, 290, Calibrating...
219, 284, Calibrating...
217, 311, Calibrating...
211, 284, Calibrating...
217, 294, Calibrating...
244, 287, Calibrating...
219, 311, Calibrating...
217, 284, Calibrating...
208, 311, Calibrating...
220, 311, Calibrating...
217, 290, Calibrating...
214, 317, Calibrating...
217, 284, Calibrating...
220, 280, Calibrating...
213, 290, Calibrating...
217, 289, Calibrating...
223, 311, Calibrating...
220, 290, Calibrating...
247, 302, Calibrating...
216, 287, Calibrating...
219, 314, Calibrating...
214, 320, Calibrating...
223, 287, Calibrating...
217, 282, Calibrating...
211, 283, Calibrating...
216, 290, Calibrating...
217, 290, Calibrating...
214, 323, Calibrating...
220, 308, Calibrating...
208, 311, Calibrating...
214, 314, Calibrating...
223, 287, Calibrating...
220, 314, Calibrating...
217, 290, Calibrating...
217, 278, Calibrating...
211, 290, Calibrating...
220, 289, Calibrating...
220, 314, Calibrating...
217, 317, Calibrating...
217, 284, Calibrating...
211, 290, Calibrating...
220, 314, Calibrating...
229, 308, Calibrating...
220, 314, Calibrating...
220, 290, Calibrating...
211, 278, Calibrating...
220, 311, Calibrating...
220, 290, Calibrating...
220, 296, Calibrating...
220, 285, Calibrating...
207, 311, Calibrating...
207, 317, Calibrating...
216, 314, Calibrating...
217, 290, Calibrating...
217, 290, Calibrating...
217, 308, Calibrating...
211, 308, Calibrating...
220, 311, Calibrating...
217, 296, Calibrating...
220, 314, Calibrating...
244, 287, Calibrating...
220, 281, Calibrating...
214, 311, Calibrating...
223, 287, Calibrating...
223, 286, Calibrating...
217, 290, Calibrating...
211, 284, Calibrating...
217, 284, Calibrating...
217, 290, Calibrating...
220, 314, Calibrating...
219, 296, Calibrating...
214, 284, Calibrating...
217, 290, Calibrating...
220, 287, Calibrating...
217, 317, Calibrating...
220, 290, Calibrating...
244, 278, Calibrating...
238, 287, Calibrating...
220, 314, Calibrating...
220, 314, Calibrating...
217, 317, Calibrating...
217, 285, Calibrating...
214, 291, Calibrating...
217, 290, Calibrating...
214, 320, Calibrating...
220, 290, Calibrating...
214, 311, Calibrating...
211, 284, Calibrating...
217, 289, Calibrating...
220, 290, Calibrating...
220, 281, Calibrating...
220, 308, Calibrating...
214, 304, Calibrating...
217, 296, Calibrating...
220, 311, Calibrating...
220, 287, Calibrating...
217, 284, Calibrating...
