1, 116, 787, 858, -5.2573485374, 0.1249328613
2, 322, 787, 861, -5.4603943824, -0.0781127929
3, 528, 793, 855, -4.5721678733, 0.7323730468
4, 732, 790, 858, -5.0160827636, 0.3271179199
5, 938, 793, 858, -4.7766480445, 0.5278930664
6, 1144, 790, 859, -5.0839233398, 0.2592773437
7, 1349, 790, 858, -5.0160827636, 0.3271179199
8, 1555, 796, 859, -4.6068544387, 0.6594482421
9, 1761, 787, 868, -5.9287171363, -0.5464355468
10, 1966, 790, 862, -5.2864990234, 0.0567016601
11, 2171, 796, 859, -4.6068544387, 0.6594482421
12, 2377, 790, 859, -5.0839233398, 0.2592773437
13, 2583, 790, 867, -5.6210145950, -0.2778137207
14, 2789, 791, 859, -5.0039062500, 0.3263549804
15, 2993, 799, 855, -4.0986876487, 1.1297851800
16, 3199, 790, 867, -5.6210145950, -0.2778137207
17, 3405, 787, 874, -6.3241639137, -0.9418823242
18, 3611, 790, 865, -5.4876708984, -0.1444702148
19, 3816, 787, 862, -5.5277647972, -0.1454833984
20, 4021, 796, 862, -4.8094301223, 0.4568725585
21, 4227, 790, 858, -5.0160827636, 0.3271179199
22, 4433, 790, 859, -5.0839233398, 0.2592773437
23, 4638, 793, 876, -5.9740786552, -0.6695373535
24, 4844, 794, 855, -4.4927554130, 0.7989929199
25, 5050, 788, 858, -5.1767210960, 0.1924865722
26, 5255, 788, 867, -5.7816529273, -0.4124450683
27, 5460, 787, 862, -5.5277647972, -0.1454833984
28, 5666, 793, 859, -4.8444886207, 0.4600524902
29, 5872, 791, 859, -5.0039062500, 0.3263549804
30, 6078, 791, 865, -5.4076538085, -0.0773925781
31, 6282, 787, 861, -5.4603943824, -0.0781127929
32, 6488, 796, 859, -4.6068544387, 0.6594482421
33, 6694, 791, 860, -5.0715823173, 0.2586791992
34, 6900, 788, 874, -6.2435364723, -0.8743286132
35, 7106, 794, 862, -4.9676513671, 0.3240966796
36, 7311, 791, 880, -6.3929381370, -1.0626770257
37, 7516, 794, 864, -5.1019225120, 0.1898254394
38, 7722, 793, 855, -4.5721678733, 0.7323730468
39, 7928, 790, 858, -5.0160827636, 0.3271179199
40, 8133, 793, 855, -4.5721678733, 0.7323730468
41, 8339, 797, 853, -4.1186037063, 1.1350463628
42, 8545, 790, 852, -4.6056947708, 0.7375061035
43, 8750, 791, 877, -6.1985778808, -0.8683166503
44, 8955, 790, 859, -5.0839233398, 0.2592773437
45, 9161, 793, 862, -5.0470643043, 0.2574768066
46, 9367, 790, 859, -5.0839233398, 0.2592773437
47, 9573, 790, 868, -5.6874513626, -0.3442504882
48, 9778, 790, 882, -6.6017947196, -1.2585937976
49, 9983, 793, 865, -5.2482361793, 0.0563049316
50, 10189, 796, 867, -5.1439452171, 0.1223571777
51, 10395, 790, 883, -6.6659975051, -1.3227967023
52, 10601, 790, 865, -5.4876708984, -0.1444702148
53, 10807, 787, 865, -5.7289366722, -0.3466552734
54, 11011, 790, 877, -6.2785949707, -0.9353942871
55, 11217, 797, 882, -6.0459108352, -0.7922607421
56, 11423, 796, 883, -6.1889281272, -0.9226257324
57, 11629, 793, 853, -4.4350523948, 0.8694885253
58, 11835, 788, 873, -6.1780090332, -0.8088012695
59, 12040, 791, 882, -6.5217776298, -1.1915161609
60, 12245, 788, 861, -5.3797669410, -0.0105590820
61, 12451, 796, 858, -4.5390138626, 0.7272888183
62, 12657, 784, 859, -5.5682983398, -0.1465026855
63, 12863, 790, 879, -6.4083189964, -1.0651184320
64, 13069, 790, 859, -5.0839233398, 0.2592773437
65, 13274, 790, 883, -6.6659975051, -1.3227967023
66, 13479, 787, 868, -5.9287171363, -0.5464355468
67, 13685, 797, 864, -4.8648867607, 0.3887634277
68, 13891, 784, 865, -5.9720458984, -0.5502502441
69, 14097, 784, 871, -6.3702330589, -0.9484375000
70, 14302, 784, 865, -5.9720458984, -0.5502502441
71, 14507, 791, 874, -6.0028810501, -0.6726196289
72, 14713, 793, 855, -4.5721678733, 0.7323730468
73, 14919, 790, 861, -5.2191286087, 0.1240722656
74, 15125, 790, 864, -5.4207701683, -0.0775695800
75, 15331, 790, 859, -5.0839233398, 0.2592773437
76, 15535, 791, 889, -6.9681520462, -1.6378907203
77, 15741, 796, 883, -6.1889281272, -0.9226257324
78, 15947, 799, 880, -5.7600402832, -0.5315673828
79, 16153, 796, 850, -3.9905395507, 1.2757629156
80, 16359, 790, 861, -5.2191286087, 0.1240722656
81, 16564, 791, 883, -6.5859804153, -1.2557190656
82, 16769, 788, 862, -5.4471373558, -0.0779296875
83, 16975, 799, 859, -4.3710083961, 0.8574645996
84, 17181, 787, 868, -5.9287171363, -0.5464355468
85, 17387, 793, 862, -5.0470643043, 0.2574768066
86, 17593, 790, 858, -5.0160827636, 0.3271179199
87, 17797, 793, 856, -4.6404910087, 0.6640502929
88, 18003, 796, 858, -4.5390138626, 0.7272888183
89, 18209, 796, 852, -4.1286253929, 1.1376770734
90, 18415, 790, 859, -5.0839233398, 0.2592773437
91, 18621, 790, 859, -5.0839233398, 0.2592773437
92, 18825, 787, 861, -5.4603943824, -0.0781127929
93, 19031, 797, 859, -4.5280394554, 0.7256103515
94, 19237, 794, 855, -4.4927554130, 0.7989929199
95, 19443, 787, 868, -5.9287171363, -0.5464355468
96, 19649, 790, 859, -5.0839233398, 0.2592773437
97, 19854, 794, 855, -4.4927554130, 0.7989929199
98, 20059, 799, 880, -5.7600402832, -0.5315673828
99, 20265, 796, 852, -4.1286253929, 1.1376770734
100, 20471, 790, 852, -4.6056947708, 0.7375061035
101, 20677, 790, 864, -5.4207701683, -0.0775695800
102, 20883, 790, 859, -5.0839233398, 0.2592773437
103, 21089, 790, 882, -6.6017947196, -1.2585937976
104, 21293, 790, 862, -5.2864990234, 0.0567016601
105, 21499, 796, 880, -5.9958863258, -0.7295837402
106, 21705, 793, 859, -4.8444886207, 0.4600524902
107, 21911, 794, 849, -4.0794739723, 1.2122741937
108, 22117, 791, 864, -5.3407530784, -0.0104919445
109, 22322, 791, 858, -4.9360656738, 0.3941955566
110, 22528, 791, 886, -6.7777099609, -1.4474487304
111, 22733, 787, 861, -5.4603943824, -0.0781127929
112, 22939, 796, 861, -4.7420592308, 0.5242431640
113, 23145, 794, 850, -4.1487612724, 1.1429871320
114, 23351, 791, 859, -5.0039062500, 0.3263549804
115, 23556, 790, 858, -5.0160827636, 0.3271179199
116, 23762, 790, 859, -5.0839233398, 0.2592773437
117, 23967, 791, 865, -5.4076538085, -0.0773925781
118, 24173, 793, 865, -5.2482361793, 0.0563049316
119, 24379, 794, 859, -4.7650756835, 0.5266723632
120, 24584, 796, 853, -4.1974182128, 1.0688842535
121, 24790, 791, 858, -4.9360656738, 0.3941955566
122, 24996, 791, 880, -6.3929381370, -1.0626770257
123, 25202, 790, 860, -5.1515994071, 0.1916015625
124, 25407, 790, 868, -5.6874513626, -0.3442504882
125, 25613, 796, 859, -4.6068544387, 0.6594482421
126, 25818, 793, 861, -4.9796938896, 0.3248474359
127, 26024, 790, 853, -4.6744875907, 0.6687133789
128, 26230, 790, 864, -5.4207701683, -0.0775695800
129, 26436, 790, 861, -5.2191286087, 0.1240722656
130, 26641, 790, 858, -5.0160827636, 0.3271179199
131, 26846, 786, 867, -5.9431090354, -0.5477051258
132, 27052, 793, 885, -6.5545287132, -1.2499878406
133, 27258, 795, 859, -4.6858706474, 0.5931396484
134, 27464, 787, 858, -5.2573485374, 0.1249328613
135, 27670, 784, 871, -6.3702330589, -0.9484375000
136, 27876, 790, 862, -5.2864990234, 0.0567016601
137, 28080, 790, 867, -5.6210145950, -0.2778137207
138, 28286, 793, 880, -6.2335205078, -0.9289794921
139, 28492, 789, 865, -5.5678896903, -0.2117065429
140, 28698, 792, 852, -4.4458742141, 0.8715087890
141, 28904, 793, 850, -4.2281737327, 1.0763672590
142, 29109, 790, 865, -5.4876708984, -0.1444702148
143, 29315, 790, 883, -6.6659975051, -1.3227967023
144, 29521, 790, 864, -5.4207701683, -0.0775695800
145, 29726, 790, 861, -5.2191286087, 0.1240722656
146, 29932, 794, 862, -4.9676513671, 0.3240966796
147, 30138, 788, 856, -5.0405640602, 0.3286437988
148, 30343, 793, 856, -4.6404910087, 0.6640502929
149, 30549, 793, 862, -5.0470643043, 0.2574768066
150, 30755, 784, 864, -5.9051451683, -0.4833496093
