=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.05 13:29:52 =~=~=~=~=~=~=~=~=~=~=~=
Leader Boot Complete
Waiting for start command... Starting...
1, 22016, 556.00, 99.00, 830.2449340820
2, 22218, 560.00, 194.00, 336.8924865722
3, 22422, 569.00, 73.00, 1194.1160888671
4, 22625, 585.00, 201.00, 326.5722656250
5, 22829, 560.00, 93.00, 896.6973876953
6, 23031, 584.00, 194.00, 344.2310485839
7, 23235, 586.00, 99.00, 839.4526367187
8, 23438, 584.00, 194.00, 344.2310485839
9, 23642, 581.00, 75.00, 1161.2161865234
10, 23844, 564.00, 149.00, 493.8359375000
11, 24048, 557.00, 93.00, 895.7355346679
12, 24251, 558.00, 74.00, 1172.1398925781
13, 24455, 583.00, 98.00, 848.8816528320
14, 24658, 584.00, 194.00, 344.2310485839
15, 24861, 581.00, 195.00, 340.7034606933
16, 25065, 585.00, 98.00, 849.4680786132
17, 25268, 582.00, 75.00, 1161.5120849609
18, 25472, 581.00, 74.00, 1179.2342529296
19, 25674, 578.00, 75.00, 1160.3229980468
20, 25878, 582.00, 99.00, 838.2797851562
21, 26081, 554.00, 98.00, 839.9028320312
22, 26284, 587.00, 74.00, 1180.9935302734
23, 26487, 578.00, 75.00, 1160.3229980468
24, 26690, 551.00, 99.00, 828.6129150390
25, 26894, 557.00, 69.00, 1269.7420654296
26, 27097, 579.00, 74.00, 1178.6396484375
27, 27300, 584.00, 74.00, 1180.1184082031
28, 27503, 578.00, 75.00, 1160.3229980468
29, 27707, 584.00, 320.00, 141.2671356201
30, 27911, 558.00, 320.00, 133.2885284423
31, 28114, 560.00, 313.00, 140.9174041748
32, 28318, 590.00, 314.00, 148.9798126220
33, 28522, 584.00, 314.00, 147.2384643554
34, 28726, 581.00, 314.00, 146.3542938232
35, 28930, 578.00, 314.00, 145.4609527587
36, 29133, 581.00, 320.00, 140.3829650878
37, 29337, 584.00, 320.00, 141.2671356201
38, 29541, 581.00, 344.00, 118.5806427001
39, 29745, 582.00, 371.00, 97.7204742431
40, 29948, 582.00, 320.00, 140.6786956787
41, 30152, 584.00, 344.00, 119.4648056030
42, 30355, 581.00, 320.00, 140.3829650878
43, 30560, 584.00, 371.00, 98.3088989257
44, 30764, 564.00, 371.00, 92.2368087768
45, 30966, 578.00, 320.00, 139.4896087646
46, 31170, 584.00, 321.00, 140.2936248779
47, 31374, 566.00, 320.00, 135.8215637207
48, 31578, 566.00, 272.00, 190.9686126708
49, 31781, 566.00, 366.00, 96.5456085205
50, 31985, 588.00, 236.00, 253.6607971191
51, 32189, 584.00, 278.00, 188.4793548583
52, 32393, 578.00, 314.00, 145.4609527587
53, 32596, 584.00, 507.00, 26.0057735443
54, 32800, 585.00, 332.00, 130.2646636962
55, 33004, 557.00, 368.00, 92.2059249877
56, 33208, 584.00, 374.00, 96.1468124389
57, 33412, 581.00, 350.00, 113.5972671508
58, 33615, 584.00, 377.00, 94.0191268920
59, 33819, 554.00, 356.00, 100.3934707641
59, 34615, 918.00, 0.00, inf
60, 34817, 563.00, 249.00, 223.9865264892
61, 35020, 578.00, 248.00, 230.2154388427
62, 35224, 573.00, 276.00, 187.7987518310
63, 35428, 585.00, 242.00, 242.2829589843
64, 35632, 584.00, 248.00, 231.9929199218
65, 35835, 584.00, 265.00, 206.1255950927
66, 36038, 578.00, 271.00, 195.9933013916
67, 36242, 582.00, 279.00, 186.6016540527
68, 36446, 587.00, 272.00, 197.2892913818
69, 36649, 588.00, 290.00, 174.7595672607
70, 36853, 569.00, 338.00, 120.1110763549
71, 37057, 588.00, 260.00, 214.5473632812
72, 37261, 582.00, 247.00, 233.0370178222
73, 37464, 578.00, 272.00, 194.6366577148
74, 37667, 581.00, 296.00, 165.7207794189
75, 37871, 560.00, 295.00, 160.4116363525
76, 38075, 591.00, 296.00, 168.6330871582
77, 38279, 564.00, 320.00, 135.1950378417
78, 38482, 590.00, 284.00, 182.6211395263
79, 38686, 587.00, 353.00, 112.9283599853
80, 38890, 590.00, 311.00, 152.0518798828
81, 39094, 575.00, 287.00, 174.5190277099
82, 39298, 585.00, 377.00, 94.3118286132
83, 39501, 582.00, 377.00, 93.4307022094
84, 39705, 582.00, 293.00, 169.4756469726
85, 39909, 584.00, 268.00, 201.9014587402
86, 40112, 581.00, 268.00, 201.0172882080
87, 40315, 584.00, 269.00, 200.5143280029
88, 40519, 590.00, 236.00, 254.2372894287
89, 40723, 587.00, 239.00, 248.0522918701
90, 40927, 585.00, 246.00, 235.5638732910
91, 41129, 581.00, 273.00, 194.1833038330
92, 41333, 584.00, 295.00, 167.7501831054
93, 41537, 588.00, 299.00, 164.3801116943
94, 41741, 588.00, 413.00, 72.0627365112
95, 41945, 591.00, 317.00, 146.2526855468
96, 42148, 591.00, 293.00, 172.0922088623
97, 42352, 588.00, 237.00, 251.8729095458
98, 42556, 578.00, 243.00, 238.5122070312
99, 42759, 563.00, 243.00, 233.9027099609
100, 42962, 549.00, 242.00, 231.0737762451
101, 43166, 587.00, 243.00, 241.1648406982
102, 43370, 591.00, 398.00, 82.0515365600
103, 43574, 587.00, 425.00, 64.9363632202
104, 43778, 585.00, 293.00, 170.3567810058
105, 43981, 588.00, 257.00, 219.0370178222
106, 44185, 584.00, 284.00, 180.8798065185
107, 44389, 591.00, 287.00, 179.2273254394
108, 44593, 581.00, 263.00, 208.1111145019
109, 44796, 582.00, 293.00, 169.4756469726
110, 45000, 585.00, 341.00, 122.3149566650
111, 45204, 560.00, 305.00, 149.2974243164
112, 45408, 585.00, 365.00, 103.0324096679
113, 45612, 584.00, 338.00, 124.6251144409
114, 45815, 581.00, 314.00, 146.3542938232
115, 46019, 581.00, 314.00, 146.3542938232
116, 46223, 581.00, 314.00, 146.3542938232
117, 46427, 579.00, 338.00, 123.1464157104
118, 46630, 584.00, 338.00, 124.6251144409
119, 46834, 581.00, 314.00, 146.3542938232
120, 47038, 578.00, 365.00, 100.9621963500
121, 47242, 584.00, 365.00, 102.7397079467
122, 47446, 584.00, 338.00, 124.6251144409
123, 47649, 591.00, 338.00, 126.6532516479
124, 47853, 588.00, 338.00, 125.7899551391
125, 48057, 561.00, 338.00, 117.6048736572
126, 48261, 554.00, 338.00, 115.3525772094
127, 48464, 560.00, 344.00, 112.1262588500
128, 48668, 533.00, 371.00, 81.9245147705
129, 48872, 479.00, 347.00, 79.4161911010
130, 49076, 452.00, 320.00, 91.2610626220
131, 49280, 452.00, 347.00, 66.9455108642
